driver_id,first_name,last_name,trips_count,total_miles,total_fuel,avg_mpg,total_hours,total_idle_hours,total_revenue,revenue_per_mile,fuel_cost_per_mile,miles_per_hour,idle_percentage,on_time_delivery_rate
DRV00001,Jennifer,Hernandez,632,930236,144705.9,6.480854430379747,16298.8,4434.1,1985683.26,2.134601606474056,0.5444539342704432,57.073895010675635,27.205070311924807,0.5791139240506329
DRV00002,William,Martin,662,943246,146600.7,6.495498489425983,16501.5,4702.7,2073621.5,2.198388861442296,0.5439752196139714,57.16122776717268,28.49862133745417,0.5762839879154078
DRV00003,Charles,Hernandez,677,1010235,155897.8,6.543943870014771,17598.6,4635.6,2146977.47,2.1252257840997393,0.540114230847278,57.404282158808094,26.340731649108456,0.5472673559822747
DRV00004,Barbara,Brown,659,982625,152143.0,6.513550834597876,17039.4,4607.4,2119361.45,2.1568364839078997,0.5419162956366874,57.6678169419111,27.039684495932953,0.5447647951441578
DRV00005,Mary,Martinez,643,923128,143472.8,6.512130637636081,16169.3,4570.1,2022357.46,2.1907660259465644,0.5439709336083403,57.0914016067486,28.264055957895522,0.5567651632970451
DRV00006,Robert,Taylor,647,922150,143453.1,6.48854714064915,16150.8,4617.0,1948211.47,2.1126839125955645,0.5444730792170471,57.0962429105679,28.586819228768857,0.5625965996908809
DRV00009,Karen,Hernandez,669,966516,150888.1,6.484693572496264,16924.8,4706.4,2073798.94,2.1456436727379575,0.5464041464393761,57.10649461145775,27.807714123652865,0.5388639760837071
DRV00010,Sarah,Gonzalez,709,998116,155191.5,6.490479548660085,17525.8,4962.0,2144658.93,2.148707094165408,0.5441955143490336,56.95123760398955,28.312544933754808,0.5416078984485191
DRV00011,Michael,Martinez,696,998105,154117.5,6.497816091954022,17446.5,4915.7,2153396.55,2.1574849840447645,0.5404353750356926,57.20946894792652,28.175851890063907,0.5488505747126436
DRV00012,Robert,Moore,608,836187,129896.7,6.515756578947368,14698.5,4192.5,1749865.66,2.092672643798576,0.5437042790667638,56.88927441575671,28.52331870599041,0.546875
DRV00013,Jessica,Jones,687,986215,153855.0,6.488224163027656,17192.1,4651.8,2120204.97,2.14984052159012,0.5460193771135098,57.364429010999245,27.057776536897766,0.5480349344978166
DRV00014,Richard,Miller,707,1013516,157055.5,6.499858557284299,17756.0,5048.7,2174425.86,2.1454282517493555,0.5423636627344808,57.08019824284749,28.433768866861904,0.545968882602546
DRV00015,Susan,Wilson,691,1005046,155905.6,6.492619392185238,17628.1,4751.0,2178150.68,2.1672149135462457,0.5429299753444121,57.01385855537466,26.95128800040844,0.5586107091172214
DRV00016,Thomas,Gonzalez,712,1042631,161679.1,6.497977528089888,18209.5,5055.8,2278574.88,2.185408720822611,0.5427393296381942,57.25753040995085,27.764628353332053,0.5575842696629213
DRV00017,William,Garcia,652,932728,144692.0,6.519631901840491,16239.2,4793.1,1998261.03,2.1423834494086167,0.54294714000223,57.43681954776097,29.515616532834134,0.558282208588957
DRV00018,Patricia,Martin,659,931397,145116.1,6.4897875569044015,16335.1,4640.8,2018007.85,2.1666462850964736,0.5453167124223076,57.018138854368814,28.409988307387163,0.5660091047040972
DRV00019,Robert,Jackson,749,1060268,165029.7,6.467009345794392,18544.1,5256.7,2275654.76,2.146301463403592,0.5447716520728723,57.17548977842009,28.34702142460405,0.5714285714285714
DRV00020,Joseph,Martinez,694,984253,151970.2,6.515129682997118,17256.2,4894.9,2106527.83,2.140230032318926,0.5404054648550729,57.037644440838655,28.366036554977335,0.5814121037463977
DRV00022,Charles,Moore,658,953119,147698.8,6.510562310030394,16737.0,4628.2,2056631.82,2.1577912306857803,0.5423727782155218,56.94682440102766,27.652506422895378,0.5661094224924013
DRV00023,David,Smith,697,985849,151692.8,6.546714490674319,17324.7,5000.3,2108418.61,2.138683114756925,0.5385457610648283,56.90424653817959,28.862260241158577,0.5674318507890961
DRV00024,Barbara,Martinez,708,1009793,157474.3,6.4878107344632765,17647.9,5040.8,2166574.42,2.1455629223018975,0.545814884832832,57.21887590024875,28.56317182214314,0.556497175141243
DRV00025,Jessica,Martinez,645,921816,143293.3,6.480651162790698,16146.8,4565.5,1965360.29,2.132052698152343,0.5440636200716845,57.0897019842941,28.274952312532513,0.5356589147286822
DRV00026,Charles,Miller,666,991294,154193.9,6.484279279279279,17379.8,4745.9,2143070.43,2.1618918605378425,0.5444183562091569,57.037135064845394,27.306988572941,0.5540540540540541
DRV00028,Susan,Jackson,637,904130,140468.8,6.506970172684458,15698.0,4263.7,1958215.11,2.16585569553051,0.5437722451417384,57.595235061791314,27.160784813352016,0.5533751962323391
DRV00029,James,Martin,685,1006848,157016.0,6.462467153284671,17702.6,4777.2,2184125.54,2.1692703764619883,0.5458182367149759,56.87571317207642,26.98586648288952,0.5503649635036496
DRV00030,Jessica,Hernandez,672,988845,154154.2,6.481607142857143,17146.6,4681.7,2136114.4899999998,2.1602116509665312,0.5456261598127109,57.67003370930681,27.30395530309216,0.5721726190476191
DRV00032,Michael,Anderson,661,963097,149427.0,6.476414523449319,16715.4,4766.1,2090916.1,2.171033758801035,0.5430340869092106,57.61734687772952,28.51322732330665,0.5620272314674736
DRV00033,William,Anderson,666,958305,149620.1,6.476186186186187,16655.9,4555.9,2094122.41,2.1852358174067756,0.5464547821413851,57.53546791227132,27.35307008327379,0.56006006006006
DRV00034,Thomas,Miller,641,898967,139596.8,6.4959126365054605,15673.0,4600.6,1930776.28,2.147772142915146,0.5435002619673469,57.35768519109296,29.353665539462774,0.5787831513260531
DRV00035,Michael,Taylor,627,910728,140768.2,6.498867623604466,15911.0,4406.2,1934920.65,2.1245867591640972,0.540983367152432,57.23889133304004,27.69279115077619,0.5765550239234449
DRV00036,Michael,Thomas,696,1017709,156933.2,6.52389367816092,17933.1,4856.9,2179448.14,2.1415238933722707,0.5397085021356793,56.750310877650826,27.08343788859706,0.5739942528735632
DRV00037,Jessica,Garcia,690,1008289,156121.3,6.537014492753623,17568.1,4738.1,2156084.48,2.1383596171335797,0.5419324717417328,57.39317285306892,26.96990568132012,0.553623188405797
DRV00038,William,Williams,705,1016471,156720.1,6.541929078014185,17768.5,4956.6,2160496.72,2.125487810276929,0.5396320701721937,57.20634831302586,27.895432929059854,0.5858156028368794
DRV00039,Thomas,Martinez,682,965658,148559.9,6.534208211143695,16934.6,4721.7,2079542.42,2.153497842921614,0.5384511390160905,57.0227817604195,27.88196945897748,0.5806451612903226
DRV00041,Karen,Martin,657,918455,143380.1,6.467853881278539,16091.2,4609.4,1941024.87,2.1133587056524274,0.5463853427767283,57.078092373471215,28.64547081634682,0.5578386605783866
DRV00043,Mary,Williams,677,942293,145909.0,6.509217134416543,16477.2,4611.8,1993641.52,2.1157341930800717,0.5419561643777466,57.18768965600951,27.988978709974994,0.5494830132939439
DRV00044,Richard,Davis,694,980209,152499.9,6.50528818443804,17148.9,4832.9,2071936.83,2.113770461197561,0.5445263714167081,57.158709888097775,28.18198251782913,0.5504322766570605
DRV00045,Thomas,Martinez,650,908086,140980.9,6.5002615384615385,15887.0,4393.3,1911307.24,2.1047645707565144,0.5433771140618839,57.15906086737584,27.65342733052181,0.5646153846153846
DRV00047,Elizabeth,Miller,699,1017171,156742.5,6.513490701001431,17762.9,4788.4,2180187.9,2.1433838558118548,0.5393377809630829,57.263791385415665,26.957309898721487,0.5579399141630901
DRV00049,John,Smith,623,888866,137515.3,6.552086677367576,15653.8,4330.5,1911429.16,2.150413178139337,0.5414804368712494,56.782762013057535,27.66420932936412,0.5682182985553772
DRV00050,Robert,Johnson,658,917741,142789.6,6.477750759878419,16080.0,4707.1,1977318.05,2.1545491048127956,0.5445584320630766,57.07344527363184,29.273009950248756,0.5630699088145896
DRV00051,Linda,Davis,723,1074677,167024.2,6.5023789764868605,18841.0,5105.3,2311844.3,2.1511991975263265,0.5439631628852205,57.03927604691896,27.096757072342232,0.5477178423236515
DRV00053,John,Martin,651,907226,140797.0,6.494546850998463,15914.0,4608.9,1940845.68,2.1393188466820834,0.5431827350627076,57.00804323237401,28.961291944200074,0.5698924731182796
DRV00054,James,Williams,697,1007537,156517.9,6.501018651362984,17531.5,4913.5,2150269.53,2.134184183806649,0.5437146725132675,57.470096683113255,28.02669480649117,0.5423242467718795
DRV00055,Mary,Anderson,688,979607,152232.4,6.491148255813953,17171.1,4837.7,2111182.32,2.1551319253537384,0.5439052599664967,57.04975219991731,28.173500824059033,0.5552325581395349
DRV00056,William,Wilson,692,979155,152817.1,6.476936416184971,17137.6,4969.8,2136656.62,2.1821433991553945,0.5462463552757224,57.13489636821959,28.99939314723182,0.5397398843930635
DRV00057,Thomas,Jackson,635,911374,140223.0,6.543338582677166,15956.9,4382.3,1984192.01,2.1771435327318973,0.5385061456657749,57.11472779800588,27.463354410944486,0.5566929133858268
DRV00058,David,Miller,660,938388,146200.0,6.494454545454546,16446.2,4544.8,2026317.49,2.15935997689655,0.5452968281776834,57.058043803431794,27.63434714402111,0.5568181818181818
DRV00059,Barbara,Gonzalez,729,1064844,164582.5,6.517475994513031,18620.5,5119.9,2305056.6,2.1646894756415027,0.5409606947120893,57.18664912327811,27.496039311511506,0.5480109739368999
DRV00060,Jessica,Thomas,662,930899,145303.2,6.476676737160122,16236.9,4619.6,2007992.08,2.1570461242304484,0.5463118984981186,57.332310970690216,28.451243771902273,0.5596676737160121
DRV00061,Linda,Gonzalez,678,939390,144240.8,6.5416076696165195,16317.9,4803.8,2017332.65,2.1474921491606254,0.5374155569039483,57.56806942069752,29.43883710526477,0.5398230088495575
DRV00062,Jessica,Davis,698,986104,153175.1,6.517865329512895,17204.8,4932.4,2125756.66,2.1557124400671737,0.5436676557442217,57.315632846647446,28.668743606435417,0.576647564469914
DRV00063,James,Jones,697,980005,151875.5,6.509440459110474,17148.6,4883.8,2079067.54,2.121486665884358,0.5424097326034051,57.14781381570508,28.4792927702553,0.5566714490674318
DRV00064,Michael,Smith,610,874646,134821.2,6.526229508196721,15361.1,4180.7,1859390.39,2.1258776579324663,0.539503067526748,56.939021294047954,27.216149885099373,0.5352459016393443
DRV00065,Robert,Brown,670,973873,150702.4,6.523985074626865,17076.5,4596.8,2105360.23,2.1618426940679125,0.5416090188351048,57.03001200480192,26.91886510701842,0.5738805970149253
DRV00066,William,Wilson,737,1007295,156005.2,6.505264586160108,17797.2,5174.7,2180636.2,2.164843665460466,0.5420638442561514,56.59850987795833,29.07592205515474,0.573270013568521
DRV00069,Patricia,Taylor,699,1020091,158483.1,6.5028183118741065,17827.8,4992.1,2184963.9,2.1419303767997167,0.5437660463625303,57.219118455445994,28.001772512592694,0.5457796852646638
DRV00070,Sarah,Anderson,684,973415,151941.7,6.479970760233918,17125.3,4839.0,2077276.26,2.1340088862407094,0.5463198635730907,56.840756074346146,28.256439303253085,0.5599415204678363
DRV00071,Jessica,Johnson,651,949460,147790.3,6.48431643625192,16504.8,4549.0,1998603.24,2.1049894045036126,0.5448002548817221,57.52629538073773,27.56167902670738,0.5591397849462365
DRV00074,William,Brown,632,881301,136869.8,6.482104430379747,15477.1,4426.1,1898861.42,2.1546116707004757,0.543564911420729,56.942256624303,28.597734717744284,0.5181962025316456
DRV00075,John,Anderson,649,926107,143786.7,6.489429892141757,16190.4,4621.7,1989674.7,2.148428529316807,0.5434074572376627,57.20099565174424,28.545928451428004,0.5385208012326657
DRV00077,Patricia,Anderson,647,901311,140248.7,6.492859350850077,15835.0,4425.4,1949869.75,2.163370634553445,0.5446182838110265,56.91891379854752,27.946952952320807,0.5409582689335394
DRV00078,John,Taylor,717,1007683,155875.9,6.522538354253835,17686.6,5011.2,2167289.11,2.1507647841632735,0.5414060274907883,56.97437608132711,28.333314486673526,0.5550906555090656
DRV00079,Patricia,Moore,678,970195,150227.6,6.500619469026549,17032.8,4756.2,2097743.24,2.162187230402136,0.5419494019243554,56.960394063219205,27.92377060729886,0.5508849557522124
DRV00080,Richard,Martin,614,858414,133183.9,6.496335504885994,15052.8,4358.9,1837156.85,2.140175777655071,0.5430289464058135,57.02686543367347,28.957403273809522,0.5488599348534202
DRV00081,Joseph,Hernandez,666,946713,145661.8,6.538093093093093,16567.9,4657.4,2027839.29,2.1419789207500055,0.5385119883216982,57.14139993602085,28.110985701265694,0.5540540540540541
DRV00082,Michael,Anderson,699,984850,152491.0,6.498955650929901,17214.6,4957.8,2103972.67,2.136338193633548,0.5419287201096614,57.21015881867717,28.799972116691645,0.5443490701001431
DRV00083,Patricia,Martin,690,969580,150241.3,6.493188405797102,17002.0,5016.3,2082340.18,2.147672373605066,0.5423426122651044,57.02740854017174,29.504175979296555,0.5659420289855073
DRV00084,Jessica,Taylor,649,902700,139846.9,6.48979969183359,15826.1,4552.9,1957666.15,2.168678575384956,0.5422223883903844,57.038689253827535,28.768300465686426,0.5500770416024653
DRV00085,Linda,Wilson,703,1034233,160210.2,6.514082503556187,18082.2,4783.3,2229521.23,2.155724319374841,0.5421754092162985,57.196192941124416,26.45308646071828,0.577524893314367
DRV00087,William,Anderson,725,1029613,159277.4,6.509241379310344,18024.8,5014.9,2214003.33,2.150325734037935,0.5414373167393963,57.122020771381656,27.822222715369932,0.5455172413793103
DRV00088,Joseph,Garcia,677,953681,148151.8,6.47645494830133,16690.8,4681.0,2065367.82,2.165679949584819,0.5437156659302219,57.13812399645314,28.04539027488197,0.5583456425406204
DRV00089,David,Thomas,666,941438,145594.9,6.506501501501502,16498.2,4797.0,2020440.26,2.146121422759651,0.5412806260210443,57.06307354741729,29.075899189002435,0.575075075075075
DRV00090,David,Anderson,694,986780,153398.9,6.4866570605187315,17225.3,4871.7,2111290.93,2.139576126390888,0.544089006668153,57.286665544286606,28.28223601330601,0.553314121037464
DRV00091,Linda,Rodriguez,607,855939,132348.0,6.5190939044481055,14974.3,4270.8,1867304.47,2.1815859190900286,0.5411810888392747,57.160535050052424,28.520865749984974,0.5584843492586491
DRV00092,James,Davis,711,1018946,158191.8,6.493037974683545,17823.6,5075.4,2173929.54,2.1335080956203765,0.5433764890386732,57.16836104939519,28.475728808994816,0.5407876230661041
DRV00094,Mary,Taylor,684,969301,150832.4,6.482002923976608,17075.6,4716.2,2085309.73,2.151354151084132,0.5446330912688628,56.76526739909579,27.619527278690057,0.5467836257309941
DRV00095,Linda,Thomas,637,890024,138334.2,6.478147566718995,15551.2,4398.6,1915632.25,2.1523377459484236,0.5439962293151646,57.23185349040588,28.28463398322959,0.543171114599686
DRV00097,Thomas,Rodriguez,683,933681,145165.6,6.477174231332357,16350.5,4718.2,1975103.64,2.1153944869821704,0.5441682973092523,57.104125256108375,28.85660988960582,0.5468521229868228
DRV00098,David,Anderson,682,977877,150970.6,6.545659824046921,17122.8,4838.4,2096712.26,2.1441472291504966,0.5403512916246113,57.10964328264069,28.257060761090475,0.5388563049853372
DRV00099,Michael,Williams,711,991956,153548.7,6.515738396624472,17359.6,5022.2,2158397.45,2.1759003927593565,0.5417785163858075,57.14163920827669,28.93039010115441,0.5766526019690577
DRV00100,Jennifer,Martinez,696,976313,151665.5,6.488333333333333,17015.1,4879.1,2095700.89,2.1465461281371856,0.5437080628855705,57.37921023091255,28.67511798343825,0.576867816091954
DRV00101,John,Davis,664,952807,147489.6,6.51355421686747,16581.5,4629.0,2101700.2600000002,2.2057985090369825,0.5417819138608344,57.462051081024036,27.91665410246359,0.5414156626506024
DRV00102,Elizabeth,Rodriguez,634,947360,146153.5,6.526435331230284,16509.3,4352.9,2010146.91,2.121840599138659,0.5399607857625401,57.38341419684663,26.366351086963103,0.5591482649842271
DRV00103,Joseph,Hernandez,667,966049,148983.4,6.552038980509745,16894.6,4713.7,2055905.02,2.1281581162032155,0.5397675480229264,57.18093355273283,27.900630970842755,0.5652173913043478
DRV00104,Richard,Hernandez,640,934669,145170.7,6.497937500000001,16389.3,4407.9,2014029.12,2.1548046634691,0.5436121771450643,57.02922028396576,26.894986363053942,0.56796875
DRV00105,Barbara,Moore,679,973771,149548.6,6.5637407952871865,16960.9,4684.5,2106838.88,2.1635876196764947,0.5375186773892425,57.412696260222035,27.61940698901591,0.5559646539027983
DRV00107,Charles,Jones,636,897693,138415.8,6.530911949685534,15735.6,4488.9,1932805.69,2.1530809419255803,0.5396670131102725,57.048539617173795,28.527034240829707,0.5495283018867925
DRV00108,Joseph,Jones,735,1073445,166238.4,6.518163265306123,18830.8,5262.3,2311327.9,2.1531870752576983,0.5420253482945098,57.00474754126219,27.945174926184762,0.5897959183673469
DRV00109,Joseph,Davis,657,953178,145845.3,6.560091324200912,16720.6,4675.7,2062439.93,2.1637510832184543,0.5355332896898585,57.00620791119936,27.96370943626425,0.545662100456621
DRV00110,James,Gonzalez,654,945493,146952.0,6.483363914373088,16561.6,4554.7,2003902.87,2.119426447366612,0.5439828745426989,57.08947203168776,27.501569896628347,0.5779816513761468
DRV00111,Richard,Jones,660,918179,142783.8,6.500666666666666,16076.1,4650.0,1970731.88,2.146348239286675,0.5442765517399112,57.114536485839224,28.9249258215612,0.5454545454545454
DRV00112,Jennifer,Miller,631,894825,138069.7,6.51120443740095,15641.5,4455.8,1929379.98,2.156153415472299,0.5400429692956724,57.2083879423329,28.487037688201262,0.5816164817749604
DRV00113,Mary,Williams,665,951982,149262.3,6.445729323308271,16661.4,4629.3,2020171.19,2.1220686840717575,0.5487688317636257,57.1369752841898,27.784579927257013,0.5684210526315789
DRV00114,Thomas,Wilson,698,1023278,159819.0,6.461661891117478,17842.0,4943.8,2191488.37,2.1416353815874083,0.5466417728124713,57.35220266786235,27.708777042932407,0.5594555873925502
DRV00117,Patricia,Moore,685,950554,146857.5,6.510832116788321,16611.1,4785.0,2033938.22,2.1397397938465357,0.5407386113782068,57.224024899013315,28.806039335143367,0.5562043795620438
DRV00118,Susan,Anderson,652,936055,144770.8,6.5223159509202455,16355.4,4612.2,2008553.21,2.145764095058517,0.5413119955558167,57.23216796898884,28.199860596500237,0.5398773006134969
DRV00119,Jennifer,Wilson,648,909703,140807.1,6.51442901234568,15943.1,4577.7,1965611.7,2.1607180585311907,0.5417425797210739,57.05935483061638,28.712734662644024,0.5609567901234568
DRV00120,Jessica,Johnson,646,909989,140611.5,6.511315789473684,15941.9,4468.8,1955790.71,2.149246540342795,0.5408199989230639,57.08159002377383,28.031790439031735,0.5758513931888545
DRV00121,Mary,Miller,668,974743,151340.4,6.484101796407185,17070.8,4660.9,2103087.31,2.1575813419537253,0.5434164697771618,57.10001874546008,27.303348407807484,0.5658682634730539
DRV00122,James,Wilson,604,874195,136139.8,6.475496688741721,15304.2,4088.9,1863824.04,2.1320460995544472,0.545060655803339,57.12124776205224,26.717502384966217,0.5306291390728477
DRV00123,Michael,Gonzalez,657,947487,147059.7,6.487519025875191,16426.9,4638.0,2047192.72,2.160655206878828,0.5432358966402706,57.67898994941224,28.234176868429223,0.5547945205479452
DRV00124,Thomas,Jackson,702,970839,150314.7,6.523461538461539,16946.4,4871.5,2084929.84,2.1475546820842593,0.5419039099170924,57.28880470188358,28.746518434593778,0.5349002849002849
DRV00125,David,Smith,689,976130,151198.5,6.49955007256894,17057.4,4856.4,2094600.86,2.1458216221200046,0.5421355249813037,57.226189219928,28.470927573956168,0.5638606676342526
DRV00126,Sarah,Jackson,671,951167,147879.1,6.469523099850969,16614.2,4654.2,2040880.41,2.145659395248153,0.544149292395552,57.25024376737971,28.013386139567352,0.563338301043219
DRV00127,Thomas,Gonzalez,702,1047108,162594.5,6.495811965811966,18273.5,4912.8,2272317.62,2.1700890643563033,0.5434785619057442,57.301994691766765,26.884833228445565,0.5405982905982906
DRV00128,John,Thomas,688,1003288,155087.0,6.515145348837209,17510.3,4899.3,2149488.91,2.142444552311998,0.5410256078015485,57.29701946854137,27.97953204685243,0.5537790697674418
DRV00129,Michael,Smith,687,1005486,155877.4,6.490887918486171,17542.1,4751.6,2185150.9,2.1732285680755377,0.5425942280648364,57.31845104063938,27.086836809732016,0.5698689956331878
DRV00130,Karen,Lopez,701,973944,152574.7,6.452211126961483,16961.7,4904.7,2118373.98,2.1750470047559203,0.5482979000846046,57.420187834945786,28.916323245901054,0.5463623395149786
DRV00132,Patricia,Gonzalez,680,1000958,155980.7,6.497382352941177,17472.8,4729.2,2151080.12,2.1490213575394774,0.545409947270515,57.2866398058697,27.06606840346138,0.5367647058823529
DRV00133,Mary,Wilson,683,999301,155045.9,6.497759882869693,17539.2,4797.4,2136838.13,2.138332824644426,0.543040235124352,56.97528963692756,27.352444809341357,0.5161054172767203
DRV00134,Linda,Moore,685,1000988,155174.0,6.4935912408759116,17556.5,4764.6,2157649.66,2.155520006233841,0.542572937937318,57.015236522085836,27.13866659072139,0.5562043795620438
DRV00138,Jennifer,Thomas,683,992694,153694.3,6.521346998535871,17310.7,4792.8,2114937.92,2.1305033776773104,0.5418890917039892,57.34568792712022,27.686921961561346,0.582723279648609
DRV00139,Sarah,Davis,710,1009694,156986.0,6.4929718309859155,17677.3,5031.2,2152410.06,2.1317449246999587,0.5441757601808073,57.118111928857914,28.4613600493288,0.5654929577464789
DRV00141,Thomas,Wilson,667,970595,149342.9,6.5542428785607205,16884.0,4697.9,2096526.45,2.1600424997037897,0.5385357950535495,57.48608149727553,27.82456763800047,0.5509745127436282
DRV00142,John,Thomas,711,999565,155708.8,6.465541490857946,17459.8,5026.7,2143055.4,2.143988034795136,0.5452179698168703,57.249510303669005,28.79013505309339,0.5478199718706048
DRV00143,Linda,Smith,668,975719,151358.1,6.482200598802395,17121.1,4652.9,2098126.22,2.150338591336235,0.5429363884479035,56.98927054920537,27.176408057893475,0.5501497005988024
DRV00144,James,Gonzalez,688,992420,153731.6,6.519505813953488,17300.2,4830.2,2162810.15,2.1793294673626087,0.5421702504987808,57.36465474387579,27.91990844036485,0.5450581395348837
DRV00145,Susan,Hernandez,688,958398,149252.5,6.483764534883721,16763.3,4759.5,2064046.08,2.153641889903777,0.5450593073023942,57.17239445693867,28.392380975106335,0.5523255813953488
DRV00146,Jessica,Gonzalez,675,965452,149834.5,6.4885777777777776,16876.6,4811.9,2092607.89,2.1674903464905557,0.5431867664057871,57.20654634227274,28.51225957835109,0.5414814814814815
DRV00147,Richard,Garcia,705,1039157,161429.3,6.492014184397163,18137.7,4900.6,2256066.92,2.171054922403448,0.54371240341931,57.29265562888348,27.018861266864047,0.5666666666666667
DRV00148,Patricia,Anderson,681,943328,146448.5,6.502745961820851,16470.0,4802.3,2036169.42,2.1584956876081276,0.543363231028868,57.27553126897389,29.157862780813602,0.5763582966226138
DRV00149,Linda,Jones,721,1059718,164156.8,6.497184466019418,18394.5,5014.3,2269105.67,2.141235375826399,0.5421714078651112,57.61059012204735,27.259778738209796,0.5499306518723994
DRV00150,Robert,Martin,706,973942,152060.7,6.4590509915014165,17017.1,4970.7,2075237.18,2.130760538101858,0.5464518934392398,57.233136080765824,29.210029911089435,0.5580736543909348
